Bug ID,"Severity","Priority","Status","Assignee","Reporter","Product","Category","Component","Keywords","Build","Regression","Summary"
2382871,"serious","P1","closed","qan","xiaodongz","VDI","Printer  Redirection","VMW - Win Agent","Brown, CART-Sys-Stress, HorizonRDSH",14113022,"---","[RDSH][Session0][Blast]Over 20 of 60 users printers failed to redirect to agent side with desktop mode during session 0 tests with 60 clients"
2382902,"critical","P1","closed","keithw","ljack","VDI","Blast Protocol","Other",,14132538,"---","With adaptive encoder, Blast worker dumped when doing operations inside agent"
2382914,"critical","P1","closed","aisajanyan","yul","VDI","Remote Core","Display (console)","BAT, view-client-auto-mac",14131456,"Yes","AutoFit doesn't work for VDI desktop"
2382916,"serious","P1","closed","yun","yanchaozhang","VDI","Linux Agent","mksVNCServer","view-agent-auto-lx",14127266,"---","[RHEL8] sometimes desktop show black screen and broker show available after connect to agent"
2382925,"serious","P1","new","lpamela","yanchaozhang","VDI","Documentation","VDI Linux Desktop User Guide","triaged",14127266,"---","[RHEL8] SSO failed to work when joined AD with realm"
2382933,"serious","P1","closed","bhatial","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Cannot clear up cookies manually in Chrome browser on the Agent when Browser Redirection works"
2382943,"serious","P1","closed","hek","yanchaozhang","VDI","Linux Agent","Single Sign-on",,14127266,"---","message ""authentication is required to refresh the system"" prompt after agent installed"
2382950,"serious","P2","new","zhanghui","lkong","VDI","Printer  Redirection","VMW - Win Agent",,14092066,"---","[Brown]Missing some printers in nested mode when disconnect/reconnect quickly about 6-7 times"
2382982,"critical","P1","closed","amold","scheng","VDI","Blast Networking","Other",,14126324,"---","wsnm will be bound to a new pair of ports after each blast session disconnection and reconnection."
2383001,"serious","P1","closed","keithw","ljack","VDI","Blast Protocol","Display",,14132538,"Yes","With adaptive encoder, the video quality is worse"
2383005,"critical","P1","closed","amold","scheng","VDI","Blast Networking","Other",,14117420,"---","Blast worker will not be bound to 22443 anymore even if launch a new session after restart blast service."
2383129,"critical","P1","closed","yuez","tingting","VDI","Remote Client","web client","view-client-auto-web",14038985,"---","Sometimes blast dump generated when reconnect a session"
2383291,"serious","P1","closed","haishanw","wsong","VDI","Microsoft Teams","Agent",,,"---","Meeting Now video failed to start on both sides with video_rendering_time_out on host side"
2383403,"critical","P1","closed","songyu","yanchaozhang","VDI","Linux Agent","mksVNCServer","linuxvdi-multiple-session, view-agent-auto-lx",14137166,"---","Failed to login Ubuntu 1804 IC/FC pool"
2383406,"serious","P2","closed","renz","yanchaozhang","VDI","Linux Agent","Client Drive Redirection","triaged, view-agent-auto-lx",14137151,"---","coredump for cdrserver under ubuntu 1604"
2383421,"serious","P1","closed","ksong","yanchaozhang","VDI","Linux Agent","Clipboard","view-agent-auto-lx",14127266,"---","[RHEL8] coredump for mksvchanserver generated"
2383424,"serious","P1","closed","hangl","yanchaozhang","VDI","Linux Agent","mksVNCServer","linuxvdi-multiple-session, view-agent-auto-lx",14127266,"---","[RHEL8] coredump for StartXServer.sh generated sometimes"
2383440,"serious","P1","closed","alanh","swan","VDI","Blast Integration","Win Client",,14139147,"---","[New Client] failed to operate on the seamless window with the mouse after minimizing a selection window of Client"
2383443,"critical","P1","closed","alanh","zlin","VDI","Blast Integration","Win Client",,14136555,"---","[New Client] RMKS crashed after a while after successfully launched an item PANIC: ASSERT bora\apps\rde\viewClient\viewFFmpeg.c:624"
2383449,"critical","P1","closed","vjiang","ltim","VDI","Blast Integration","Linux Client",,14140772,"Unknown","[SSL Proxy]The Linux Client still uses SSL proxy verify, even view.allowSslProxy is ""FALSE"""
2383454,"serious","P1","resolved","remote-desktop-experts","clonghai","VDI","Remote Core","Display (RDS)",,14140233,"---","winClient PCoIP desktop&seamless apps running failed"
2383493,"serious","P1","closed","remote-desktop-experts","kchoudhury","VDI","Remote Core","Display (RDS)",,14112679,"---","vmwrdsddver.dll driver downgrade detected by CI job between 7.9 GA > 7.10 latest"
2383614,"serious","P1","closed","alanh","xiaodongz","VDI","Blast Integration","Win Client","Azure, CART-Sys-Stress, erqe2verify, hcs_scale_ci, hcs_scale_neo, HorizonRDSH, hze_scale_710, hze_scale_ci, scale_auto_found",14141338,"---","[New Client]One session was disconnected due to rmks dump during 60 sessions testing to RDSH"
2383628,"critical","P1","closed","appblast-guru","scheng","VDI","Blast Protocol","Audio",,14141338,"---","AV buffering is still disabled when redirect 3D mouse device while video/audio is playing within desktop."
2383632,"serious","P1","closed","yhui","lkong","VDI","Printer  Redirection","VMW - Win Agent",,14092066,"---","[Brown]Korean Fonts missing when printing PDF file with Foxit PhantomPDF by ""Print as image"" checked"
2383689,"serious","P1","new","bhatial","huanguoz","VDI","Multimedia","Flash Optimization","BAT, CART-AIR-Automation",14132876,"---","RMKS and VMWMediaProvider dump created when executing FlashURL Redirection bats case(D:\build\ob\bora-14131444\compcache\cayman_msvc_desktop\ob-13917146\windows2016-clean\win\VS\2019\BuildTools\VC\Tools\MSVC\14.20.27508\include\xtree @ 1585)"
2383708,"serious","P1","closed","baochenw","huanguoz","VDI","Remote Client","wincdk client","BAT, CART-AIR-Automation",14132876,"---","RMKS and client dump created when executing LogIn As Current User bats case(D:\build\ob\bora-14132876\horizonclient\view\openClient\win32\appMain.cpp @ 915)"
2383741,"critical","P1","closed","amold","scheng","VDI","Blast Networking","Other",,14081150,"---","wsnm process binding to UDP 22443 port is not released even if log off the blast session."
2384384,"critical","P1","closed","ksong","yanchaozhang","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session, view-agent-auto-lx",14158110,"---","Failed to login to LinuxVDI after several logoff/reconnect iterations"
2384386,"serious","P1","closed","ksong","yanchaozhang","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session, view-agent-auto-lx",14158110,"---","Failed to login to 'PROVISIONED ' Linux agent"
2384410,"serious","P1","closed","kelsallt","swan","VDI","Blast Integration","Win Client",,14157635,"---","[New Client] Mouse and keyboard input do not work after clicking ""Send Ctrl+Alt+Delete"" in the locked remote app session"
2384427,"critical","P1","closed","nge","zhangh","VDI","Virtual Devices","Serial Port Redirection","mustfix, view-client-auto-lx, view-client-auto-mac",14074098,"Yes","[DCPN-00056427] rtavDevice.exe hang sometimes after uninstall/reinstall on VDI agent if scanner&serial being installed"
2384466,"critical","P1","closed","shik","txiong","VDI","USB Redirection","Win Agent","CART-Sys-Stress, HorizonRDSH, TestBlocker",14159345,"Unknown","Some clients hit error ""'All available application servers for this application are currently busy"" and could not  build session during User Rolling testing with 150 sessions"
2384475,"serious","P1","closed","jinxingh","zlin","VDI","RTAV","Win Agent",,14157569,"---","rtavDevice.exe.3736.dmp was found in SR API test"
2384511,"catastrophic","P1","closed","gsi","txiong","VDI","USB Redirection","Win Agent","CART-Sys-Stress, HorizonRDSH",14159345,"Unknown","wsnm dump during User Rolling testing with 150 sessions"
2384512,"critical","P1","closed","bliu","scheng","VDI","Remote Client","wincdk client",,14141338,"---","Disabling AV buffering doesn't work for 3D mouse with USB auto connect"
2384565,"serious","P1","closed","vjiang","scheng","VDI","Blast Protocol","Display",,14157569,"---","3D mouse performance is improved after around 1 min even though audio file is keep playing"
2384647,"serious","P1","resolved","jwalton","xinshul","VDI","Documentation","View Admin Guide/Admin UI Help","known-issue",,"---","Cannot do the download operation"
2384651,"serious","P1","resolved","jwalton","xinshul","VDI","Documentation","View Admin Guide/Admin UI Help","known-issue",,"---","Cannot save password for users"
2384659,"serious","P1","resolved","jwalton","xinshul","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","Pressing Alt+F4 will clear the content of view point"
2384662,"serious","P1","new","shahsunny","xinshul","VDI","Documentation","VDI Release Notes",,,"---","Keyboard shotcuts that applys in browser redirection"
2384665,"minor","P1","resolved","jwalton","xinshul","VDI","Documentation","View Admin Guide/Admin UI Help","known-issue",,"---","No method to save image"
2384676,"minor","P1","closed","jwalton","xinshul","VDI","Documentation","VDI Release Notes","known-issue, RNA-documented",,"---","Context Menu in viewport is fully available"
2384677,"minor","P1","resolved","jwalton","xinshul","VDI","Documentation","View Admin Guide/Admin UI Help","Documentation, known-issue",,"---","Dragging a link on viewport to address bar is not supported"
2384678,"minor","P1","resolved","jwalton","xinshul","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","(Traditional approach) Improve the viewport view when disable the extension abruptly"
2384679,"serious","P1","closed","jwalton","xinshul","VDI","Documentation","VDI Release Notes",,,"---","Blank page problem when proceed to a page which has certificate errors"
2384681,"serious","P1","resolved","jwalton","xinshul","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","Cannot clear up cookies manually when Browser Redirection works"
2384684,"critical","P1","closed","bentonj","ljack","VDI","Blast Protocol","Other",,14159345,"No","[Dynamic Encoder] Not switch to adaptive after stop playing video for more than 2 minutes"
2384718,"serious","P1","closed","zji","zhangh","VDI","Remote Client","lx client","view-client-auto-lx",14159819,"Yes","libglib-2.0.so.0 are lost from pcoip tar pacakges."
2384955,"serious","P1","new","haishanw","wsong","VDI","Microsoft Teams","Agent",,,"---","Web camera setting was changed to None on VDI teams after running for long time"
2384987,"serious","P1","resolved","jwalton","bhatial","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","(Extension addressbar approach) Sometimes cannot go back to the previous page"
2384995,"minor","P1","resolved","jwalton","bhatial","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","Launching chrome page in different ways cannot make browser redirection work until refreshing the page"
2385010,"serious","P1","resolved","jwalton","bhatial","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","Drag the top frame of the web page is not with good experience"
2385025,"minor","P1","resolved","jwalton","bhatial","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","Switching focus from agent window to redirected view point does not give good experience"
2385028,"minor","P1","resolved","jwalton","bhatial","VDI","Documentation","View Admin Guide/Admin UI Help","known-issue",,"---","Browser redirection cannot work at the same time with URL content redirection"
2385032,"serious","P1","resolved","jwalton","bhatial","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","Resizing the viewport by dragging the edge is not with good experience"
2385044,"serious","P1","resolved","jwalton","bhatial","VDI","Documentation","View Admin Guide/Admin UI Help",,,"---","(Traditional approach) Cannot back and forward to the historical page"
2385125,"serious","P1","closed","taojin","taojin","VDI","Client Displays","Linux",,14159802,"No","Linux client could not restore desktop size after re-connect the same desktop"
2385132,"serious","P1","closed","songyu","yanchaozhang","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session, view-agent-auto-lx",14164020,"---","Ubuntu 1804 VM in IC pool get deleted sometimes when login"
2385149,"serious","P1","closed","hangl","yanchaozhang","VDI","Linux Agent","mksVNCServer","linuxvdi-multiple-session, view-agent-auto-lx",14164020,"---","VMwareBlastServer crashed due to ""PANIC: Cannot open display!"""
2385199,"serious","P1","closed","yun","yanchaozhang","VDI","Linux Agent","Installer",,,"---","Please update viewagent-custom.conf for RHEL 8"
2385201,"critical","P1","closed","nke","zlin","VDI","Blast Networking","VVC Integration","PAfeature-BJauto",14165024,"---","Blast worker crashed in re-connection stress test"
2385351,"critical","P1","closed","gsi","pmeng","VDI","USB Redirection","Win Client","CART-Sys-Stress",14159789,"No","[Repeat Connection] RMKS dmp and ""VMware Horion view Error"" message box cound be found in client while testing conn-disconn-PCoIP-500"
2385595,"serious","P1","closed","renz","hangl","VDI","Linux Agent","Core-Agent","triaged",,"---","View agent IPC connection error and cannot recover"
2385792,"serious","P1","new","blast-networking-sensei","fschimscheimer","VDI","Blast Networking","Other",,14162573,"---","Blast worker dump test using RAWC 24 hr. PDF scrolling test"
2385801,"serious","P1","closed","haishanw","wsong","VDI","Microsoft Teams","Client",,,"---","When making Teams video call in VDI session, remoteMKS will always crash with certain USB headset device"
2386001,"serious","P1","closed","nke","ysan","VDI","Blast Networking","client-common",,14167406,"---","[SSL proxy]Linux and mac client hangs for a long time after thumbprint verified failed"
2386027,"critical","P1","new","vertikasingh","zhoujing","VDI","Remote Core","Audio (RDS)","PhysicalPCWin10RS4, TestBlocker",14167741,"---","[Win 10 WVD] [Physical Agent Win10 RS6] No sound in Remote session and applications such as firefox and explorer may crash"
2386079,"serious","P1","closed","nge","xiaodongz","VDI","Virtual Devices","Scanner Redirection","CART-Sys-Stress, HorizonRDSH",14167741,"---","[DCPN-00056661][RDSH][Session0]one LogonUI.dmp was generated during session0 test with 60 clients [d:\rs1\onecore\com\combase\winrt\error\error.cpp @ 1092]"
2386093,"critical","P1","closed","gsi","scheng","VDI","USB Redirection","Win Agent","TestBlocker",14175027,"Yes","Fails to reconnect blast session due to wsnm service stopped"
2386099,"serious","P1","closed","lizhiyu","jizhid","VDI","USB Redirection","Win Client","CART-Sys-Stress, HorizonRDSH",14159789,"Unknown","One of 60 clients cannot detect local usb storage when doing disconnection-reconnection testing"
2386160,"serious","P1","closed","renz","beiw","VDI","Linux Agent","User Experience","linuxvdi-multiple-session",,"---","[Linux VDI][Collaboration] Sometimes the invitee box is displayed too slowly"
2386180,"critical","P1","resolved","yun","yun","VDI","Linux Agent","Core-Agent",,,"---","[RHEL8] autofit fails in RHEL8"
2386188,"minor","P2","new","lizhiyu","manmany","VDI","USB Redirection","Linux Client",,14174792,"No","USB menu shows unfriendly when set usb policy as deny on linux client"
2386193,"serious","P1","closed","adityashriva","llv","VDI","Smartcard Redirection","VDI - Windows Agent Smart Card",,14175047,"---","Installer error with trying to install Windows update on Cu VM on latest build"
2386214,"serious","P1","closed","padlakha","jizhid","VDI","Server Core","User Session Management","CART-Sys-Stress, HorizonRDSH, TestBlocker",14159883,"Unknown","Failed to disconnect one session by Viewapi when doing partial logoff-disconnection testing"
2386230,"serious","P2","new","kbwriters","wanghelen","VDI","Documentation","VDI Knowledge Base",,14136143,"No","In tablet mode, published application will be in black when switch to it from local application"
2386264,"serious","P1","closed","haishanw","pmeng","VDI","Virtual Channel SDKs","VDPService","CART-Sys-Stress",14159883,"No","[Repeat Connection] CDR failed was found while testing  conn-logout-PCoIP-500"
2386331,"critical","P1","closed","amold","scheng","VDI","Blast Networking","Other",,14175048,"---","Blast worker and wsnm are still bound to 22443 even if the port number has been changed via Blast GPO."
2386333,"serious","P1","closed","qan","lkong","VDI","Printer  Redirection","VMW - Win Agent",,14174469,"---","[Brown]Sometimes LBP printer cannot be created during session grab from different clients"
2386346,"serious","P1","new","nge","llv","VDI","Virtual Devices","Scanner Redirection",,14175047,"---","[DCPN-00056803] No response when clicking encrypted PDF file on remote desktop after setting mitigation for acrobat using WDEG (Windows defender's exploit guard)"
2386591,"serious","P2","closed","nirmitd","wsong","VDI","Multimedia","HTML5 Video Redirection",,,"---","Many HTML5Videoplayer.exe processes are still running after quitting view client for quite time"
2386854,"serious","P1","closed","bliu","pewang","VDI","Remote Client","win10 client",,,"---","Unavailable webcams are displayed in the list"
2386860,"serious","P1","closed","bliu","pewang","VDI","Remote Client","win10 client",,14177169,"---","Preferred device section is empty in no webcam/microphone in the client host"
2386879,"critical","P0","closed","qinz","shou","VDI","Remote Client","osx client",,14167417,"No","[OS Update]Fail to install Mac client on macOS 10.15 beta"
2386887,"serious","P1","new","blast-networking-sensei","scheng","VDI","Blast Networking","Other",,14175027,"---","wsnm still binds to udp 22443 port even though udp has been disabled in agent."
2386909,"critical","P1","closed","linz","ltim","VDI","USB Redirection","Linux Client",,14182398,"Unknown","[USB Redirection] Linux client has Core dumped when connecting desktop with USB mass storage redirected."
2386913,"serious","P1","closed","dcheah","kchoudhury","VDI","Remote Core","Display (console)",,14165024,"---","vmwviddver.dll driver downgrade detected by CI job between last 2 recommended builds"
2386973,"serious","P1","new","vertikasingh","zhoujing","VDI","Blast Protocol","Display",,14182016,"---","[Physical Agent]Windows desktop is not rendered when login takes long time"
2386979,"serious","P1","closed","myuan","xiaodongz","VDI","RMKS","win","CART-Sys-Stress, HorizonRDSH",14175048,"Unknown","[RDSH][Session0][CDR]4 of 60 users CDR failed to redirect to agent side with Desktop mode during session 0 tests with 60 clients"
2386982,"serious","P1","closed","vlozano","hyan","VDI","Server Core","User Session Management","CART-Sys-Stress",14159789,"Yes","[RDSH][PCoIP] ""The connection to the remote computer failed"" when session stealing test with PCoIP"
2386992,"critical","P1","closed","kelsallt","yanchaozhang","VDI","Blast Protocol","H264","CART-Sys-Stress, TestBlocker",14182547,"Yes","Blank screen shown when connect to Linux VDI"
2387005,"serious","P1","resolved","ksong","songyu","VDI","Linux Agent","Core-Agent",,14182548,"---","[LinuxVDI]centos6.7 mks crash when client connect to agent"
2387023,"serious","P1","new","yhui","lkong","VDI","Printer  Redirection","VMW - Win Client",,14174469,"No","[Brown]The paper source option cannot be saved successfully for PPT/Excel for specical printer"
2387042,"serious","P1","closed","bliu","alanh","VDI","Remote Client","wincdk client",,,"---","Using obj build of hcwin results in failure to install"
2387072,"serious","P1","closed","nirmitd","xinshul","VDI","Multimedia","Browser Redirection",,,"---","[Popup window] After using facebook account to login, the facebook authentication page turns to be one covered by color block"
2387080,"critical","P1","closed","blast-networking-sensei","scheng","VDI","Blast Networking","Other",,14182484,"Yes","UDP connection could not be set up anymore after steal session from web client"
2387088,"critical","P1","closed","chenyu","chenyu","VDI","Linux Agent","Client Drive Redirection","linuxvdi-multiple-session",,"---","[LinuxVDI][Multiple Session] CDR does not work at Redhat 6"
2387119,"critical","P1","closed","renz","jizhid","VDI","Linux Agent","Collaboration","CART-Sys-Stress",14184418,"Yes","[Collab] More than half of invitee did not receive invitation after sharing in primary session"
2387182,"serious","P1","closed","adityashriva","llv","VDI","Smartcard Redirection","VDI - Windows Agent Smart Card",,14182484,"---","The vmwsci.dll file in agent beta build is not consistent with the one in release build"
2387205,"critical","P1","closed","renz","jizhid","VDI","Linux Agent","Core-Agent","CART-Sys-Stress",14184418,"Yes","Failed to logon desktop if  launching with non-fullscreen mode"
2387459,"serious","P1","closed","vertikasingh","kli","VDI","Skype For Business Redirection","SFB Agent",,,"---","cannot launch SFB with latest vespa-dev obj MP"
2387604,"serious","P1","closed","clayton","kli","VDI","Skype For Business Redirection","SFB Windows Client",,,"---","[VMW-1379] SFB goes to not responding after resizing and ending call, overlay seems frozen"
2387626,"serious","P1","closed","vlozano","chandram","VDI","Server Core","DCT","view-ngvc",14180532,"---","Running agent support.bat shows ""Incomplete support bundle. Please run again as local administrator"" even though the local administrator is used to run it"
2387627,"critical","P1","closed","kelsallt","swan","VDI","Blast Protocol","H264",,14187076,"---","[New Client] RMKS crash with ""PANIC: ASSERT bora\apps\rde\viewClient\viewFFmpeg.c:797"" when the client connects to the vGPU agent with H264 4:4:4"
2387673,"serious","P1","closed","lpamela","yanchaozhang","VDI","Documentation","VDI Linux Desktop User Guide",,,"---","Please drop SLED11 as supported distributions in user's guide"
2387681,"critical","P1","closed","borgera","dperi","VDI","Blast Protocol","Display","found-by-automation, found-by-Valgrind",,"---","Crash in vncServer-ViewClient Jenkins test while doing VNCServerReplayUnlockedCapture"
2387698,"serious","P1","closed","dcheah","zhoujing","VDI","Blast Protocol","Display","PhysicalPCWin10RS4",14182484,"---","[Physical Agent]Login page shows black when SSO disabled"
2387719,"serious","P1","closed","zhaoli","zhangh","VDI","Clipboard Redirection","Linux Client","view-client-auto-lx",13803457,"---","VDPService crash at GTK mail loop as mksvchan plugin unloaded first"
2387736,"serious","P1","closed","bliu","pewang","VDI","RTAV","Win Agent",,14185767,"---","No virtual webcam and microphone in device manager"
2387762,"critical","P1","closed","kelsallt","ljack","VDI","Blast Integration","Win Client",,14191716,"---","[New Client] RMKS crash when launching agent desktop with H264"
2387770,"serious","P2","closed","bliu","pewang","VDI","Remote Client","win10 client",,,"---","Front Camera does't work in specific devices"
2387774,"serious","P2","closed","chenyu","ksong","VDI","Linux Agent","Installer",,14184416,"---","[LinuxVDI]Installer report collab warning in rhel 6.9"
2387776,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Win Client",,14191716,"---","[New Client] Fail to scroll the web page with scrolling wheelpad"
2387844,"serious","P2","closed","eiglesias","zhaoying","VDI","L10n Remote Client","L10n-UI Translation","G11nQE-Beyondsoft, l10n",14167417,"No","[L10n][MAC][TW][CN]The string “Help us improve this information. Send feedback to dockfeedback@vmware.com” should be translated on MAC OLH main page."
2387849,"serious","P1","closed","shahsunny","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Cannot share with email"
2387859,"serious","P1","resolved","yun","yun","VDI","Linux Agent","Core-Agent",,,"---","[RHEL 8] Instant clone fails if using samba offline join domain and VM installed pbis"
2387863,"critical","P0","closed","kelsallt","ltim","VDI","Blast Integration","Android Client",,14191708,"Yes","Android client cannot be launched due to cannot locate symbol ""VNCEncodeRegionNvFBCGLNvEnc_SDK80_CreateHEVC"""
2387867,"critical","P1","closed","yuez","tzhao","VDI","Remote Client","chrome client",,14144041,"---","[OS Update][html access][chrome client]After Chrome OS update to version 76, remote webcam can't work correctly."
2387878,"critical","P1","closed","zzhou","lihuang","VDI","Seamless Windows","Mac Client",,14191684,"---","[OS Update]Remote App crash when launching on Mac client on macOS 10.15 beta"
2387929,"serious","P1","closed","shahsunny","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Err_unexpected(-9) Page blocks the navigation to another domain after authentication dialog until refreshing"
2387945,"minor","P1","closed","baic","lkong","VDI","Printer  Redirection","VMW - Linux Client",,14191715,"---","[Brown][Linux]Lots of failed logs will be outputted to console in RHEL8.0 client"
2387965,"serious","P1","resolved","chenyu","songyu","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session",14194891,"---","[LinuxVDI]centos6.9 CDR fuse_mount() failed"
2387986,"serious","P1","closed","bliu","pewang","VDI","Remote Client","win10 client",,,"---","Preferred webcam doesn't display correctly"
2388042,"serious","P1","closed","yhui","lkong","VDI","Printer  Redirection","VMW - Win Agent",,14191821,"---","[Brown]Font different between print directly and preview->print when some fonts missing in client side"
2388045,"serious","P1","closed","tzhao","yuez","VDI","Remote Client","chrome client",,14195083,"Yes","[Chrome Client Multimon] dialog not disappear after click ok or cancel for quit multimon mode dialog"
2388219,"serious","P1","closed","adityashriva","kchoudhury","VDI","Smartcard Redirection","VDI - Windows Agent Smart Card",,14185767,"---","vmwicpdrver.dll driver downgrade detected by CI job between 7.9 GA > 7.10 latest"
2388368,"serious","P1","closed","adityashriva","adityashriva","VDI","Smartcard Redirection","VDI - Windows Agent Smart Card",,,"---","Microsoft Signing is required for VMWICPDR"
2388377,"serious","P1","closed","alanh","nirmitd","VDI","Blast Integration","Win Client",,14208735,"---","[New Client] Cursor is outside view client window even in grabbed state"
2388481,"serious","P1","new","mmarcos","chironaka","VDI","Documentation","VDI Knowledge Base","KB-approval-requested",14164013,"---","Autofit failure with four 4k stacked portrait.displays."
2388641,"serious","P1","closed","renz","renz","VDI","Linux Agent","Smartcard Redirection",,,"---","Fail to logon vi smartcard on Redhat7.4"
2388648,"serious","P2","closed","ksong","ksong","VDI","Linux Agent","User Experience","triaged",,"---","[LinuxVDI]Audio Out doesn't work with VLC in reconnection case in RHEL 7.6"
2388716,"serious","P1","new","vertikasingh","wsong","VDI","Thirdparty","Microsoft",,14186363,"---","Web camera is not detected on View agent when SFB fallback mode was used on Windows 10 N"
2388717,"serious","P1","closed","amold","scheng","VDI","Blast Networking","Other",,14191424,"---","rundll32 only binds to 22443 while wsnm only binds to internal port while beat is enabled for CDR."
2388735,"critical","P1","new","shou","shou","VDI","Derived Credentials","iOS Client",,14182527,"No","[OS Update]Fail to import certificate from Purebred"
2388747,"critical","P1","closed","nge","jizhid","VDI","Virtual Devices","Serial Port Redirection","CART-Sys-Stress, HorizonRDSH",14182484,"Unknown","[DCPN-00056703] Serial Port service stopped and one 'vmwsprrdpsrv.exe.2856.dmp' file was generated when doing partial logoff/disconnection  testing with Blast"
2388755,"serious","P1","resolved","ksong","songyu","VDI","Linux Agent","Core-Agent",,14208917,"---","[LinuxVDI]redhat 6.6 after stolen session user can not login"
2388773,"critical","P1","closed","dcheah","zhoujing","VDI","Blast Protocol","Display","PhysicalPCWin10RS4",14211977,"---","[Physical Agent]Agent's DPI doesn't sync to client's"
2388804,"serious","P1","new","shahsunny","xinshul","VDI","Documentation","VDI Release Notes",,,"---","Cannot share with email"
2388805,"critical","P1","closed","dparashar","yun","VDI","Instant Clone","Instant Clone Server",,,"---","[RHEL 8] Instant clone for RHEL 8 , in admin ui, cloned VM'status shows resync failed after VM logoff"
2388806,"serious","P1","resolved","ksong","songyu","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session",14208917,"---","[LinuxVDI]centos6.7 autofit does not work if screen is lock"
2388826,"serious","P2","closed","hangl","songyu","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session",14208917,"---","[LinuxVDI]centos 6.7 autofit sometimes does not work"
2388842,"critical","P1","closed","kelsallt","qsun","VDI","Blast Protocol","H264",,14196168,"---","RMKS crashes when launching desktop with ""Allow H.264 Decoding"" checked"
2388861,"serious","P1","new","lpamela","beiw","VDI","Documentation","VDI Linux Desktop User Guide","triaged",14208917,"---","[LinuxVDI][Collaboration] Collab UI can't be open during the first launch after installation on redhat 7.6"
2388867,"serious","P1","closed","borgera","hyan","VDI","Blast Protocol","Display","CART-Sys-Stress",14211870,"Unknown","[RDSH] Several vmblastw.dmp files were generated when logon-logoff testing"
2388942,"serious","P1","closed","beiw","beiw","VDI","Linux Agent","Collaboration",,14213480,"---","[LinuxVDI][Collaboration] Wrong invitee is not displayed in the invitee boxes"
2388976,"critical","P1","closed","shou","lihuang","VDI","Smartcard Redirection","Mac Client","3rd-party-issues",14191684,"---","[OS Update] SafeNet driver can not be installed on macOS 10.15 beta"
2388985,"serious","P1","closed","alanh","ltim","VDI","Blast Integration","Linux Client",,14208740,"Unknown","Linux client got core dump on session disconnect"
2388989,"catastrophic","P0","closed","jbudreau","zhangh","VDI","Installer","viewAgent-Core (win)","view-client-auto-lx",14211977,"Yes","Agent services stop after a while on Windows 7 32bit OS"
2388993,"minor","P1","closed","mmarcos","songyu","VDI","Documentation","VDI Knowledge Base","KB-published, triaged",14208917,"No","[LinuxVDI]centos6.9 ctrl-alt-del on client panel does not work"
2388999,"serious","P2","closed","yun","yanchaozhang","VDI","Linux Agent","Core-Agent",,,"---","typo for 'Begining"" in ngvc-agent.sh"
2389032,"catastrophic","P0","closed","jbudreau","swan","VDI","Server Core","User Session Management",,14211977,"Yes","Agent unreachable on Windows 32bit agent"
2389081,"minor","P2","new","kelsallt","kelsallt","VDI","Blast Protocol","Display",,,"---","Remove references to Nvidia encoders on mobile targets"
2389082,"serious","P1","closed","ksong","beiw","VDI","Linux Agent","Core-Agent",,14213751,"---","[LinuxVDI] Sometimes desktop can't be connected successfully after reboot on redhat 7.6"
2389184,"critical","P1","closed","yun","ssagar","VDI","Linux Agent","Core-Agent","erqe2verify, hze_scale_710",14213480,"---","[Linux VDI, RHEL 8] Users Logon fails with RHEL 8"
2389189,"serious","P1","closed","yun","ssagar","VDI","Linux Agent","Core-Agent","erqe2verify, hze_scale_710",14213480,"---","[Linux VDI, RHEL 8] No DNS records present in DNS server after the pool creation , but computer records are present"
2389194,"serious","P1","closed","linz","manmany","VDI","USB Redirection","Linux Client",,14211914,"Unknown","[OS update][Linux client]The USB menu cannot display the device's name when the usb devices have shared on rhel8 client"
2389268,"critical","P1","closed","clayton","alanh","VDI","Virtual Channel SDKs","VDPService",,14216758,"---","valgrind reporting vdpservice reading out of bounds"
2389426,"serious","P1","closed","appblast-guru","kli","VDI","Blast Protocol","H264",,14216755,"---","remotemks dmp and unrecoverable error when launching desktop (only seen on one client)"
2389506,"critical","P1","closed","kelsallt","chironaka","VDI","Blast Protocol","Display","pending-partner",14145649,"---","[RHEL8][NVbug 2666725] White screens when connecting with two 4k displays. (intermittent)"
2389507,"critical","P1","closed","kelsallt","wsong","VDI","Blast Integration","Win Client",,14216759,"Yes","Failed to launch desktop with remoteMKS crash"
